4.06547152,5.58142039
4.14265661,5.58743335
4.15940344,5.67332936
4.05755263,5.68821988
4.24393977,1.45429758
4.13147296,1.4488189
4.14249816,1.32283465
4.24470736,1.32841839
4.22496121,1.57704465
4.12044775,1.57480315
2.57687544,0.23549367
2.44514302,0.21362758
2.48311144,0.101798
2.6009525,0.10426581
3.26892912,0.12092119
3.39628872,0.11859874
3.40362571,0.24005714
3.2682828,0.24559377
4.36825213,0.10362477
4.34895974,0.20370873
4.23710429,0.21059047
4.25465575,0.10526953
2.52176237,0.56363294
2.62198783,0.49533926
2.69596364,0.58593404
2.59641422,0.65615105
2.32629541,0.20005686
2.36607353,0.09295727
0.02362205,3.02748867
0.14419589,2.93215254
0.2927495,3.01735404
0.1496063,3.10136334
4.19725941,6.00894844
4.11023622,6.09069205
4.00107321,5.97447989
4.18279442,5.9208852
7.22285641,5.9134236
7.21641872,5.79464106
7.32013493,5.72563176
7.3602166,5.85064278
1.61693544,1.302039
1.51655784,1.25136108
1.53911362,1.15007206
1.65220444,1.18898623
7.88574561,2.33235756
7.89262203,2.45847091
7.77993782,2.4753481
7.74355305,2.34308965
4.21984037,2.48956335
4.24675515,2.59163166
4.15231502,2.61875728
4.10929741,2.519449
6.32396471,0.24149655
6.29871353,0.34763698
6.18390797,0.34293562
6.20279084,0.23495954
0.11417058,0.86977675
0.20210228,0.76056736
0.30275482,0.83223634
0.25876331,0.93660535
0.04715943,2.21296991
0.14860974,2.26802853
0.12972165,2.3798324
0.02162786,2.32945125
6.05927337,0.33375128
6.08314691,0.2254142
6.09379539,5.89021181
5.9794285,5.89477317
5.95449509,5.79824269
6.06516826,5.78850879
1.89152421,1.19685039
1.80563117,1.12338222
1.86871205,1.00925869
1.97332116,1.06605346
3.56692913,0.8411553
3.44094488,0.88353727
3.42806932,0.77055351
3.55385727,0.74901862
7.27387651,0.18905357
7.20501646,0.05746005
7.31591809,0.01749135
7.33539738,0.1051055
0.29030832,1.40555833
0.17527207,1.40163599
0.16264631,1.27545914
0.27318697,1.28076
1.6565668,1.72010455
1.78351414,1.70529186
1.82093543,1.83036546
1.69994673,1.85051376
4.10740805,0.65529972
4.23296413,0.67592078
4.22198902,0.80017794
4.10737228,0.77771708
0.74370333,0.15310818
0.81156195,0.05451754
0.93599265,0.08930175
0.86881906,0.18892232
0.40644741,1.75753684
0.30255595,1.78250973
0.28658181,1.6618231
0.38933333,1.65662584
0.82919376,2.89848293
0.89454983,2.8594968
0.9550019,2.88836788
0.90551181,3.02245783
1.66141732,3.17707361
1.6043107,3.05520981
1.64350318,2.95315004
1.78430038,3.00114409
4.11253871,2.05393316
4.13941027,1.93652863
4.26135042,1.92495052
4.23370901,2.04047222
0.55382471,2.86220054
0.59999702,2.9751577
0.46695654,3.0026106
0.42584982,2.87845119
-0.04252548,0.49706736
-0.05991005,0.37992523
0.0318784,0.3409946
0.08000091,0.49141202
3.1911215,0.83860193
3.18202427,0.72548902
3.28775042,0.6894489
3.30827563,0.80540437
2.42739588,0.62262819
2.49499283,0.71692975
0.52755906,3.14049576
0.4015748,3.15786688
2.88287757,0.8644864
2.81102362,0.95745742
2.68503937,0.90484461
2.77601493,0.81204044
2.10560099,2.33070866
2.13686199,2.45669291
2.01152244,2.4905253
1.99785389,2.3764431
4.12105184,0.21444963
4.13467569,0.107462049
4.16896834,1.81597495
4.19905967,1.69561381
4.31379457,1.69750134
4.28888588,1.80944941
7.39726526,1.06226753
7.49706642,1.02741014
7.505112,1.14139837
7.4305707,1.13925776
7.75803674,3.69119705
7.89477577,3.69622897
7.90067885,3.81847735
7.80333547,3.81557606
8.00990484,2.33070866
7.88539081,2.20179776
8.00718384,2.20472441
5.51761456,0.23361259
5.41070313,0.22281383
5.40523739,0.1042771
5.52557751,0.10048044
1.76471393,1.25336658
1.87279708,1.32283464
1.85406995,1.4488189
1.72310259,1.40610831
7.7520161,1.59211674
7.75647734,1.71474662
7.64502028,1.72610006
